26.025886064,192.168.1.1:47896,192.168.2.1:5001,32,0x456e5f9b,0x456e2c9b,10,14,28960,4010,29312
26.037849445,192.168.1.1:47896,192.168.2.1:5001,32,0x456e763b,0x456e325b,12,14,31872,5451,29312
26.044469265,192.168.1.1:47896,192.168.2.1:5001,32,0x456e982b,0x456e48fb,14,14,43520,8586,29312
26.044518488,192.168.1.1:47896,192.168.2.1:5001,32,0x456e982b,0x456e59f3,14,14,52224,11632,29312
26.044561309,192.168.1.1:47896,192.168.2.1:5001,32,0x456e982b,0x456e6aeb,14,14,60928,11997,29312
26.044603625,192.168.1.1:47896,192.168.2.1:5001,32,0x456e982b,0x456e818b,14,14,72448,10839,29312
26.062546802,192.168.1.1:47896,192.168.2.1:5001,32,0x456eed03,0x456e982b,15,14,84096,11072,29312
26.072337907,192.168.1.1:47896,192.168.2.1:5001,32,0x456ef853,0x456ea37b,15,14,89856,12681,29312
26.081032843,192.168.1.1:47896,192.168.2.1:5001,32,0x456f094b,0x456eba1b,15,14,101376,16089,29312
26.081446656,192.168.1.1:47896,192.168.2.1:5001,32,0x456f149b,0x456ebfc3,15,14,104320,18357,29312
26.081474736,192.168.1.1:47896,192.168.2.1:5001,32,0x456f149b,0x456ec56b,15,14,107264,20393,29312
26.081824751,192.168.1.1:47896,192.168.2.1:5001,32,0x456f1feb,0x456ecb13,15,14,110080,22009,29312
26.081848596,192.168.1.1:47896,192.168.2.1:5001,32,0x456f1feb,0x456ed0bb,15,14,113024,23466,29312
26.089186149,192.168.1.1:47896,192.168.2.1:5001,32,0x456f368b,0x456ee1b3,16,14,121728,24980,29312
26.089868233,192.168.1.1:47896,192.168.2.1:5001,32,0x456f4d2b,0x456ef853,16,14,133248,25474,29312
26.090467337,192.168.1.1:47896,192.168.2.1:5001,32,0x456f587b,0x456f03a3,16,14,139008,23535,29312
26.101239355,192.168.1.1:47896,192.168.2.1:5001,32,0x456f7a6b,0x456f1feb,16,14,153600,21885,29312
26.101294613,192.168.1.1:47896,192.168.2.1:5001,32,0x456f7a6b,0x456f368b,16,14,165120,20432,29312
26.101340935,192.168.1.1:47896,192.168.2.1:5001,32,0x456f7a6b,0x456f587b,17,14,170496,18398,29312
26.107452730,192.168.1.1:47896,192.168.2.1:5001,32,0x456fd4eb,0x456f74c3,17,14,170496,15800,29312
26.114146229,192.168.1.1:47896,192.168.2.1:5001,32,0x456ff133,0x456f910b,17,14,170496,14681,29312
26.124001813,192.168.1.1:47896,192.168.2.1:5001,32,0x457007d3,0x456fa7ab,18,14,170496,13955,29312
26.125491762,192.168.1.1:47896,192.168.2.1:5001,32,0x45701e73,0x456fb8a3,18,14,170496,14614,29312
26.134806987,192.168.1.1:47896,192.168.2.1:5001,32,0x45702cb3,0x456fd4eb,18,14,170496,16915,29312
26.134852502,192.168.1.1:47896,192.168.2.1:5001,32,0x45702cb3,0x456ffc83,18,14,170496,18613,29312
26.134895063,192.168.1.1:47896,192.168.2.1:5001,32,0x45702cb3,0x45701e73,19,14,170496,17759,29312
26.155985025,192.168.1.1:47896,192.168.2.1:5001,32,0x4570982b,0x45702cb3,19,14,170496,15741,29312
26.160604520,192.168.1.1:47896,192.168.2.1:5001,32,0x4570b473,0x457048fb,19,14,170496,17374,29312
26.162085737,192.168.1.1:47896,192.168.2.1:5001,32,0x4570cb13,0x45706543,19,14,170496,16846,29312
26.183492991,192.168.1.1:47896,192.168.2.1:5001,32,0x457130e3,0x4570bfc3,20,15,170496,17812,29312
26.192701882,192.168.1.1:47896,192.168.2.1:5001,32,0x45714783,0x4570d663,20,15,170496,18812,29312
26.193317493,192.168.1.1:47896,192.168.2.1:5001,32,0x45715e23,0x4570ed03,21,15,170496,21363,29312
26.200665392,192.168.1.1:47896,192.168.2.1:5001,32,0x45717a6b,0x457103a3,21,15,170496,21222,29312
26.202421422,192.168.1.1:47896,192.168.2.1:5001,32,0x4571910b,0x45711a43,21,15,170496,22687,29312
26.203764791,192.168.1.1:47896,192.168.2.1:5001,32,0x457196b3,0x457130e3,21,15,170496,23863,29312
26.203801738,192.168.1.1:47896,192.168.2.1:5001,32,0x457196b3,0x45714783,21,15,170496,22968,29312
26.204187242,192.168.1.1:47896,192.168.2.1:5001,32,0x457196b3,0x45715e23,22,16,170496,20153,29312
26.204224135,192.168.1.1:47896,192.168.2.1:5001,32,0x457196b3,0x457174c3,22,16,170496,17918,29312
26.211339065,192.168.1.1:47896,192.168.2.1:5001,32,0x457207d3,0x45718b63,22,16,170496,14928,29312
26.221300118,192.168.1.1:47896,192.168.2.1:5001,32,0x45721e73,0x4571a203,22,16,170496,14624,29312
26.222040285,192.168.1.1:47896,192.168.2.1:5001,32,0x45722cb3,0x4571b8a3,22,16,170496,15074,29312
26.222078965,192.168.1.1:47896,192.168.2.1:5001,32,0x45722cb3,0x4571da93,23,16,170496,15064,29312
26.222118472,192.168.1.1:47896,192.168.2.1:5001,32,0x45722cb3,0x4571f133,23,16,170496,14651,29312
26.222162507,192.168.1.1:47896,192.168.2.1:5001,32,0x45722cb3,0x457207d3,23,16,170496,14033,29312
26.248646343,192.168.1.1:47896,192.168.2.1:5001,32,0x45729dd3,0x45721e73,23,16,170496,13792,29312
26.248976819,192.168.1.1:47896,192.168.2.1:5001,32,0x4572a923,0x45722cb3,23,16,170496,16964,29312
26.250107666,192.168.1.1:47896,192.168.2.1:5001,32,0x4572bfc3,0x45724353,23,16,170496,18480,29312
26.257508926,192.168.1.1:47896,192.168.2.1:5001,32,0x4572e1b3,0x457259f3,24,18,170496,19898,29312
26.258847195,192.168.1.1:47896,192.168.2.1:5001,32,0x4572f853,0x45727093,24,18,170496,21126,29312
26.260210431,192.168.1.1:47896,192.168.2.1:5001,32,0x45730ef3,0x45728733,24,18,170496,22221,29312
26.263704241,192.168.1.1:47896,192.168.2.1:5001,32,0x45732593,0x45729dd3,24,18,170496,23142,29312
26.268710862,192.168.1.1:47896,192.168.2.1:5001,32,0x45733c33,0x4572b473,24,18,170496,21431,29312
26.269449621,192.168.1.1:47896,192.168.2.1:5001,32,0x457352d3,0x4572cb13,24,18,170496,20888,29312
26.276645588,192.168.1.1:47896,192.168.2.1:5001,32,0x45736973,0x4572e1b3,25,18,170496,19595,29312
26.278217373,192.168.1.1:47896,192.168.2.1:5001,32,0x45738013,0x4572f853,25,18,170496,19468,29312
26.279415728,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x457303a3,25,18,170496,19456,29312
26.279442208,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x45730ef3,25,18,170496,19510,29312
26.279465173,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x45731a43,25,18,170496,19475,29312
26.279487717,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x45732593,25,18,170496,19071,29312
26.279504387,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x457330e3,25,18,170496,18659,29312
26.279521048,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x45733c33,25,18,170496,18075,29312
26.279544492,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x45734783,25,18,170496,17166,29312
26.279567261,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x4573587b,25,18,170496,16336,29312
26.279589164,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x457363cb,26,19,170496,15558,29312
26.279606405,192.168.1.1:47896,192.168.2.1:5001,32,0x4573910b,0x457374c3,26,19,170496,14832,29312
26.292672938,192.168.1.1:47896,192.168.2.1:5001,32,0x457418cb,0x45738b63,26,19,170496,12571,29312
26.293255172,192.168.1.1:47896,192.168.2.1:5001,32,0x45742cb3,0x4573a7ab,26,19,170496,12811,29312
26.293300550,192.168.1.1:47896,192.168.2.1:5001,32,0x45742cb3,0x4573be4b,26,19,170496,12620,29312
26.293335519,192.168.1.1:47896,192.168.2.1:5001,32,0x45742cb3,0x4573d4eb,26,19,170496,12168,29312
26.293368441,192.168.1.1:47896,192.168.2.1:5001,32,0x45742cb3,0x4573eb8b,26,19,170496,11536,29312
26.293401550,192.168.1.1:47896,192.168.2.1:5001,32,0x45742cb3,0x457407d3,27,19,170496,10867,29312
26.303184407,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x4574544b,27,19,170496,9700,29312
26.303190889,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x45745f9b,27,19,170496,9633,29312
26.303197138,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x45747093,27,19,170496,9544,29312
26.303203074,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x45747be3,27,19,170496,9437,29312
26.303213154,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x45749283,28,21,170496,9345,29312
26.303219035,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x45749dd3,28,21,170496,9185,29312
26.303225143,192.168.1.1:47896,192.168.2.1:5001,32,0x4574dc0b,0x4574a923,28,21,170496,9045,29312
26.306473631,192.168.1.1:47896,192.168.2.1:5001,32,0x4574fdfb,0x4574ba1b,28,21,170496,8892,29312
26.309524260,192.168.1.1:47896,192.168.2.1:5001,32,0x45751feb,0x4574c56b,28,21,170496,8431,29312
26.309540527,192.168.1.1:47896,192.168.2.1:5001,32,0x45751feb,0x4574d663,28,21,170496,8409,29312
26.309547627,192.168.1.1:47896,192.168.2.1:5001,32,0x45751feb,0x4574e1b3,28,21,170496,8348,29312
